Organization_A,Organization_B,Initiative_A,Initiative_B,Similarity_Score,Cluster_A,Cluster_B,Same_Cluster
F Hanna Campbell,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15776554,3,0,False
Anonymous_9,Fraunhofer IAO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15748894,4,5,False
Adrien Cadiot EI,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15742919,1,4,False
Anonymous_8,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1571575,0,1,False
Andre REBENTISCH,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15707183,2,0,False
Anonymous_7,Gabriele De Giorgi,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1567553,5,2,False
Anonymous_6,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15671869,4,2,False
Kevin Bradley,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15657291,2,3,False
Juan Bartolomé García Martínez,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15647571,3,2,False
Esteban Carlos Borzino,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1564657,4,3,False
Esteban Carlos Borzino,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15585715,4,2,False
Kai Wellmann,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15564436,0,1,False
Anonymous_10,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15539789,5,1,False
Association internationale Futuribles,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15479627,3,3,True
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15441601,3,1,False
Anonymous_4,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15431301,4,2,False
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1541239,1,3,False
Antonio Mincarini,Instituto Nacional de Administração IP Portugal,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15409747,4,3,False
Anonymous_9,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15390712,4,1,False
Anonymous_4,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15357137,4,3,False
Anonymous_3,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15348065,2,3,False
Bankenverband,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15337603,3,4,False
Kansaneläkelaitos Kela,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15331036,0,3,False
Juan Bartolomé García Martínez,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15307002,3,1,False
Egmont - Royal Institute for International Relations,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1529145,3,4,False
Joni Suikeli,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15277874,0,2,False
Anonymous_4,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15269837,4,1,False
Antonio Mincarini,Ioannis Lamprou,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15266614,4,3,False
Esteban Carlos Borzino,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1525364,4,1,False
Anonymous_7,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1523644,5,2,False
Anonymous_6,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15221538,4,2,False
Esteban Carlos Borzino,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15220042,4,2,False
Joni Suikeli,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15188166,0,3,False
Anonymous_1,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15179767,4,2,False
Joni Suikeli,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15173753,0,2,False
Francisco José Viturro Barreiro,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15161976,4,2,False
Gabriele De Giorgi,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15154266,2,3,False
bert hubert,Gaël QUEINNEC,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1509039,2,4,False
Anonymous_3,Fraunhofer IAO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15077442,2,5,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15052557,3,2,False
Anonymous,Antonio Mincarini,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15051779,1,4,False
Kai Wellmann,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1497002,0,2,False
Fraunhofer IAO,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14909521,5,3,False
Melanoma Patient Network Europe,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14907478,1,3,False
Anonymous_10,EUPHA European Public Health Association,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1489549,5,3,False
Matthew Spaniol,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14882937,1,3,False
Anonymous_10,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14852914,5,2,False
Antonio Mincarini,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14816484,4,0,False
Nicolas Overloop_1,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14797752,2,3,False
Anonymous_1,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14770022,4,2,False
Gabriele De Giorgi,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14764364,2,3,False
Maastricht School of Management,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14741632,2,1,False
Anonymous_8,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14735988,0,3,False
Nicolas Overloop_1,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14732507,2,2,True
bert hubert,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14732084,2,3,False
Anonymous_6,Gabriele De Giorgi,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14716062,4,2,False
Francisco José Viturro Barreiro,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14698198,4,3,False
Anonymous_11,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14684406,4,3,False
GROUPE VYV,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14678627,3,0,False
NA,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14659859,1,3,False
Antonio Mincarini,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14641699,4,3,False
Gabriele De Giorgi,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14623557,2,1,False
Negar RIAHI,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1461787,3,1,False
Anonymous_7,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14600259,5,2,False
Anonymous_4,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14591257,4,2,False
Anonymous_4,bert hubert,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1455607,4,2,False
Anonymous_11,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14550972,4,3,False
Melanoma Patient Network Europe,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14539339,1,3,False
Simon Önnered,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14537103,3,2,False
Kai Wellmann,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14470251,0,1,False
Esteban Carlos Borzino,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1439957,4,3,False
EUPHA European Public Health Association,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1436548,3,0,False
Juan Bartolomé García Martínez,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14338934,3,3,True
Anonymous_6,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14295031,4,3,False
EuroStack Project,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14277375,3,0,False
Fraunhofer IAO,Ivana Nemčicová,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1427387,5,0,False
GROUPE VYV,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14259538,3,2,False
Special Secretariat of Foresight,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14198495,1,3,False
Kai Wellmann,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14179884,0,3,False
bert hubert,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14125904,2,4,False
Anonymous_10,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14125031,5,3,False
Anonymous_4,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14082249,4,3,False
David Van Geert,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.14078751,2,4,False
ECOLAB,José Luis Rajab_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.140409,2,4,False
ECOLAB,José Luis Rajab,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.140409,2,4,False
José Luis Rajab,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13993287,4,2,False
José Luis Rajab_1,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13993287,4,2,False
Kai Wellmann,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13960752,0,3,False
Joni Suikeli,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13928707,0,1,False
Esteban Carlos Borzino,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13900995,4,1,False
Francisco José Viturro Barreiro,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13843198,4,1,False
Anonymous_10,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13803704,5,3,False
Antonio Mincarini,David Van Geert,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13797884,4,2,False
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13734257,1,3,False
bert hubert,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13664535,2,3,False
Davy Anthonissen,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13646813,2,0,False
Negar RIAHI,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13635243,3,3,True
Joni Suikeli,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13628507,0,3,False
Special Secretariat of Foresight,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13608146,1,3,False
Anonymous_8,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13547298,0,0,True
Anonymous_5,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1351074,2,0,False
Anonymous_2,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13497217,5,2,False
Nicolas Overloop_1,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13485485,2,3,False
Negar RIAHI,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13394684,3,3,True
Kai Wellmann,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13393377,0,3,False
Simon Önnered,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13388832,3,1,False
Gabriele De Giorgi,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13388488,2,3,False
Anonymous_10,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13385765,5,2,False
Matthew Spaniol,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13377568,1,2,False
Anonymous,Anonymous_10,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13373417,1,5,False
Anonymous_7,Gaël QUEINNEC,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13324144,5,4,False
Negar RIAHI,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13241696,3,3,True
CHEM Trust,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13214844,3,0,False
Anonymous_11,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13177337,4,1,False
Gabriele De Giorgi,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13160722,2,3,False
Kai Wellmann,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13144092,0,2,False
Kai Wellmann,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13056901,0,2,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Fraunhofer IAO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.130522,3,5,False
Anonymous_2,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.13038467,5,3,False
Kai Wellmann,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12982821,0,1,False
Anonymous_3,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12955713,2,4,False
Kai Wellmann,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12944819,0,3,False
Anonymous_8,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1293093,0,3,False
Kansaneläkelaitos Kela,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12872645,0,1,False
Anonymous_10,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12862964,5,2,False
bert hubert,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12824994,2,3,False
Anonymous_10,ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12822178,5,3,False
Antonio Mincarini,NA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12806289,4,1,False
Francisco José Viturro Barreiro,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12795848,4,3,False
Antonio Mincarini,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12792446,4,2,False
Anonymous_7,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12734254,5,2,False
Anonymous_1,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12716758,4,3,False
Antonio Mincarini,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12702242,4,3,False
AMALIA MARIA KOUTSOGIANNI,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.12700666,1,0,False
